epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.55834,0.86025,1.368,1.2218,0.80231,0.3382,0.37818,0.27678,2.33992,3.82069,2.1864,0.0991,0.0001,0.0001
2,16.4731,0.74288,1.34083,1.19215,0.84603,0.36488,0.38235,0.28722,2.3065,3.75206,2.20417,0.0972993,0.000299325,0.000299325
3,23.9967,0.91042,1.3432,1.1815,0.91002,0.36667,0.38332,0.26076,2.28153,3.57953,2.18268,0.0954978,0.00049775,0.00049775
4,31.3062,0.98657,1.34089,1.42106,0.92924,0.36667,0.38443,0.26088,2.211,3.50576,2.01953,0.0936953,0.000695275,0.000695275
5,39.149,0.75422,1.22443,1.21748,0.93113,0.36667,0.38712,0.26115,2.14576,3.47394,1.99927,0.0918919,0.0008919,0.0008919
6,46.5659,0.81242,1.25024,1.15186,0.9466,0.36667,0.39901,0.25232,2.09146,3.52655,2.01733,0.0900876,0.00108763,0.00108763
7,54.0873,1.00316,1.7007,1.258,0.86554,0.36667,0.38875,0.2613,2.00301,3.47718,2.01259,0.0882824,0.00128245,0.00128245
8,61.4302,0.73516,1.19387,1.15431,0.86935,0.36667,0.39342,0.24745,2.03159,3.41007,1.975,0.0864764,0.00147638,0.00147638
9,68.4339,0.63684,1.3731,1.22428,0.84562,0.36667,0.39343,0.24766,1.95526,3.35036,1.95138,0.0846694,0.0016694,0.0016694
10,75.5324,0.80341,1.23124,1.10848,0.83234,0.36667,0.38488,0.2348,2.17955,3.38923,2.07026,0.0828615,0.00186153,0.00186153
11,82.9442,0.87428,1.32076,1.29249,0.8501,0.36667,0.38878,0.26671,2.04421,3.31432,1.979,0.0810528,0.00205275,0.00205275
12,90.6125,0.80662,1.28475,1.12112,0.8501,0.36667,0.38878,0.26671,2.04421,3.31432,1.979,0.0792431,0.00224308,0.00224308
13,98.4953,0.70083,1.12548,1.07333,0.87415,0.36667,0.36784,0.26646,1.99256,3.1812,1.90214,0.0774325,0.0024325,0.0024325
14,106.102,0.83612,1.21627,1.19473,0.82534,0.36667,0.3694,0.24605,2.0335,3.17468,1.83643,0.075621,0.00262103,0.00262103
15,113.437,0.82498,1.27775,1.2643,0.82534,0.36667,0.3694,0.24605,2.0335,3.17468,1.83643,0.0738087,0.00280865,0.00280865
16,121.217,0.80069,1.09912,1.14939,0.90944,0.36667,0.36884,0.21363,2.20235,2.98371,1.82677,0.0719954,0.00299538,0.00299538
17,128.439,0.78982,1.08209,1.18996,0.92612,0.36667,0.3701,0.21403,1.92534,2.79332,1.61246,0.0701812,0.0031812,0.0031812
18,135.674,0.73824,1.05737,1.08812,0.92612,0.36667,0.3701,0.21403,1.92534,2.79332,1.61246,0.0683661,0.00336612,0.00336612
19,142.978,1.00513,1.30373,1.36007,0.83512,0.36667,0.38281,0.24167,1.95319,3.17411,1.8144,0.0665502,0.00355015,0.00355015
