epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.35368,1.60088,4.41607,1.732,0.00057,0.1,0.00302,0.00156,2.33995,4.22595,2.00202,0.0707692,0.00324786,0.00324786
2,16.3807,1.545,4.46768,1.4822,0.00066,0.1,0.0023,0.00084,2.3473,4.30288,1.98978,0.0407618,0.00657379,0.00657379
3,24.3447,1.62045,4.28431,1.7326,0.00066,0.1,0.0023,0.00084,2.3473,4.30288,1.98978,0.0107469,0.00989222,0.00989222
4,32.4148,1.56468,4.36333,1.55028,0.00255,0.6,0.00484,0.00137,2.32739,4.25311,2.02462,0.00996625,0.00996625,0.00996625
5,40.2934,1.78541,4.22164,1.8688,0.00255,0.6,0.00484,0.00137,2.32739,4.25311,2.02462,0.009955,0.009955,0.009955
6,48.3163,1.39179,4.02743,1.43947,0.00076,0.1,0.09781,0.01967,2.85903,4.51575,2.19844,0.00994375,0.00994375,0.00994375
7,56.3549,1.76968,4.16601,1.69169,0.0009,0.1,0.00186,0.00058,3.01055,4.83231,2.37841,0.0099325,0.0099325,0.0099325
8,64.5186,1.87418,4.31815,1.86347,0.0009,0.1,0.00186,0.00058,3.01055,4.83231,2.37841,0.00992125,0.00992125,0.00992125
9,73.0973,1.58943,4.19383,1.56015,0.00089,0.1,0.00161,0.00081,2.98542,5.32169,2.55956,0.00991,0.00991,0.00991
10,81.3531,1.57516,3.89939,1.6654,0.00089,0.1,0.00161,0.00081,2.98542,5.32169,2.55956,0.00989875,0.00989875,0.00989875
11,89.5776,1.44574,4.03703,1.4935,0.0008,0.1,0.0024,0.0007,2.88635,4.84807,2.43366,0.0098875,0.0098875,0.0098875
12,97.4485,1.47773,4.02718,1.44353,0.00075,0.1,0.00233,0.00118,2.74669,4.76463,2.5065,0.00987625,0.00987625,0.00987625
13,105.444,1.68636,4.23041,1.58742,0.00075,0.1,0.00233,0.00118,2.74669,4.76463,2.5065,0.009865,0.009865,0.009865
14,113.409,1.46573,3.88936,1.57707,0.00071,0.1,0.0039,0.00155,2.82742,4.67839,2.43828,0.00985375,0.00985375,0.00985375
15,121.366,1.58571,4.03366,1.60251,0.00071,0.1,0.0039,0.00155,2.82742,4.67839,2.43828,0.0098425,0.0098425,0.0098425
16,129.177,1.55476,3.73314,1.69666,0.00071,0.1,0.01004,0.00362,3.12952,5.0296,2.68964,0.00983125,0.00983125,0.00983125
17,136.987,1.50086,3.98612,1.44417,0.00072,0.1,0.01979,0.0099,2.71093,4.47445,2.43496,0.00982,0.00982,0.00982
18,144.833,1.84449,3.95278,1.84688,0.00072,0.1,0.01979,0.0099,2.71093,4.47445,2.43496,0.00980875,0.00980875,0.00980875
19,152.648,1.4485,3.76499,1.48358,0.00068,0.1,0.02465,0.00785,2.71738,4.55906,2.36071,0.0097975,0.0097975,0.0097975
20,160.416,1.40124,3.83308,1.51067,0.00066,0.1,0.00182,0.00075,3.18233,5.22927,2.54305,0.00978625,0.00978625,0.00978625
21,168.157,1.59745,3.89013,1.59407,0.00066,0.1,0.00182,0.00075,3.18233,5.22927,2.54305,0.009775,0.009775,0.009775
22,175.925,1.73568,3.94257,1.62894,0.00062,0.1,0.01109,0.00282,2.9265,5.00654,2.48532,0.00976375,0.00976375,0.00976375
23,183.735,1.56992,3.79324,1.54763,0.00062,0.1,0.01109,0.00282,2.9265,5.00654,2.48532,0.0097525,0.0097525,0.0097525
24,191.279,1.41435,3.69813,1.50946,0.00064,0.1,0.00374,0.00184,2.50564,4.84741,2.52414,0.00974125,0.00974125,0.00974125
25,199.047,1.28513,3.66133,1.35387,0.00066,0.1,0.00677,0.00116,2.58494,4.60762,2.39414,0.00973,0.00973,0.00973
26,206.691,1.27721,3.62665,1.34219,0.00066,0.1,0.00677,0.00116,2.58494,4.60762,2.39414,0.00971875,0.00971875,0.00971875
27,214.37,1.755,3.80397,1.79901,0.00068,0.1,0.09778,0.01011,3.2367,4.73541,3.00973,0.0097075,0.0097075,0.0097075
28,222.141,1.53987,3.51586,1.5745,0.00068,0.1,0.09778,0.01011,3.2367,4.73541,3.00973,0.00969625,0.00969625,0.00969625
29,472.834,1.76459,3.7902,1.71466,0.00069,0.1,0.09778,0.02301,3.22685,4.69452,2.48919,0.009685,0.009685,0.009685
30,904.976,1.67246,3.49938,1.73226,0.00194,0.3,0.0209,0.00721,2.57736,4.55066,2.23635,0.00967375,0.00967375,0.00967375
31,912.818,1.24767,3.56832,1.33308,0.00194,0.3,0.0209,0.00721,2.57736,4.55066,2.23635,0.0096625,0.0096625,0.0096625
32,920.71,1.64291,3.72301,1.65502,0.00132,0.2,0.02508,0.0081,2.70283,4.52673,2.28105,0.00965125,0.00965125,0.00965125
33,928.564,1.64493,3.57285,1.64126,0.00132,0.2,0.02508,0.0081,2.70283,4.52673,2.28105,0.00964,0.00964,0.00964
34,936.37,1.66556,3.64451,1.68196,0.00067,0.1,0.02465,0.01479,2.95701,4.67089,2.37405,0.00962875,0.00962875,0.00962875
35,944.184,1.64718,3.57656,1.67775,0.0008,0.1,0.00919,0.00248,3.16753,5.13137,2.80897,0.0096175,0.0096175,0.0096175
36,952.009,1.64457,3.57124,1.56753,0.0008,0.1,0.00919,0.00248,3.16753,5.13137,2.80897,0.00960625,0.00960625,0.00960625
37,959.963,1.75893,3.65073,1.75784,0.00079,0.1,0.09782,0.05869,2.81864,4.44472,2.34236,0.009595,0.009595,0.009595
38,967.804,1.42272,3.53519,1.47286,0.00079,0.1,0.09782,0.05869,2.81864,4.44472,2.34236,0.00958375,0.00958375,0.00958375
39,975.512,1.53327,3.44256,1.5845,0.0015,0.2,0.09832,0.03529,2.56496,4.30938,2.01102,0.0095725,0.0095725,0.0095725
40,983.314,1.80676,3.55876,1.7767,0.00078,0.1,0.01657,0.0092,2.43595,4.44322,2.04261,0.00956125,0.00956125,0.00956125
41,991.012,1.58685,3.27864,1.55801,0.00078,0.1,0.01657,0.0092,2.43595,4.44322,2.04261,0.00955,0.00955,0.00955
42,998.774,1.37004,3.34422,1.44523,0.00268,0.3,0.03455,0.01359,3.02005,4.73325,2.94927,0.00953875,0.00953875,0.00953875
43,1006.57,1.71603,3.4603,1.68446,0.00231,0.3,0.00443,0.00196,2.75676,4.38536,2.3218,0.0095275,0.0095275,0.0095275
44,1014.5,1.60026,3.38774,1.60233,0.00231,0.3,0.00443,0.00196,2.75676,4.38536,2.3218,0.00951625,0.00951625,0.00951625
45,1022.38,1.33877,3.42749,1.44965,0.00258,0.3,0.00745,0.00478,2.85641,4.35332,2.4098,0.009505,0.009505,0.009505
46,1030.24,1.39476,3.40008,1.47675,0.00258,0.3,0.00745,0.00478,2.85641,4.35332,2.4098,0.00949375,0.00949375,0.00949375
47,1038.3,1.5769,3.46781,1.58121,0.00256,0.3,0.01823,0.01418,2.60303,4.24262,2.3009,0.0094825,0.0094825,0.0094825
