epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.96212,2.62409,4.40226,2.62171,0.00111,0.26667,0.00252,0.0008,2.55697,4.76066,1.94057,0.1,0,0
2,9.65773,2.2947,3.94228,2.25433,0.00112,0.26667,0.00248,0.00093,2.5436,4.73701,1.94658,0.0990996,9.955e-05,9.955e-05
3,14.1195,2.58173,4.35016,2.40422,0.00112,0.26667,0.00248,0.00095,2.52831,4.69297,1.94232,0.0981982,0.0001982,0.0001982
4,18.3701,2.30636,4.1647,2.52382,0.00112,0.26667,0.00235,0.00092,2.52965,4.67459,1.94433,0.097296,0.00029595,0.00029595
5,22.9205,2.40798,4.00978,2.22164,0.00112,0.26667,0.00245,0.00107,2.52943,4.66599,1.94274,0.0963928,0.0003928,0.0003928
6,27.0857,2.76152,4.77264,2.43371,0.00112,0.26667,0.00269,0.00131,2.43927,4.66988,1.92844,0.0954888,0.00048875,0.00048875
7,31.2593,2.41986,4.28685,2.6666,0.00112,0.26667,0.00284,0.00149,2.30505,4.62143,1.81781,0.0945838,0.0005838,0.0005838
8,36.0686,2.24649,4.5341,2.0713,0.00114,0.26667,0.00281,0.0014,2.10895,4.60494,1.75993,0.093678,0.00067795,0.00067795
9,40.7054,2.37475,4.05342,2.17739,0.00162,0.43333,0.00411,0.00175,2.00724,4.58484,1.72507,0.0927712,0.0007712,0.0007712
10,45.2938,2.25439,4.01664,2.06986,0.00162,0.43333,0.00523,0.00236,2.07869,4.51701,1.79518,0.0918636,0.00086355,0.00086355
11,49.5843,2.21135,4.03528,2.16064,0.00162,0.43333,0.00642,0.00269,1.99275,4.54313,1.79574,0.090955,0.000955,0.000955
12,53.7556,2.15475,3.95492,2.09494,0.00162,0.43333,0.00782,0.00323,2.01798,4.5099,1.8298,0.0900456,0.00104555,0.00104555
13,58.0128,2.09105,4.00458,1.97797,0.00162,0.43333,0.00942,0.00377,1.93653,4.51268,1.81996,0.0891352,0.0011352,0.0011352
14,62.5091,2.12053,3.69582,2.15821,0.00162,0.43333,0.00819,0.00345,1.91024,4.50759,1.76065,0.088224,0.00122395,0.00122395
15,67.0341,1.74427,3.8767,1.75014,0.00162,0.43333,0.00737,0.00265,1.93769,4.52292,1.76371,0.0873118,0.0013118,0.0013118
16,71.4047,1.80751,3.85526,1.94889,0.00162,0.43333,0.00735,0.00266,1.96235,4.50355,1.75028,0.0863988,0.00139875,0.00139875
17,75.9847,1.98183,3.91865,1.81961,0.00162,0.43333,0.00697,0.00256,2.02647,4.42367,1.70308,0.0854848,0.0014848,0.0014848
18,80.4838,1.60121,3.68143,1.77158,0.00162,0.43333,0.00697,0.00256,2.02647,4.42367,1.70308,0.08457,0.00156995,0.00156995
19,84.8178,1.7222,3.80188,1.83295,0.00112,0.26667,0.00636,0.00215,1.82431,4.31563,1.66297,0.0836542,0.0016542,0.0016542
20,88.993,1.72963,3.58377,1.72543,0.00112,0.26667,0.00636,0.00215,1.82431,4.31563,1.66297,0.0827376,0.00173755,0.00173755
21,93.2361,1.72768,3.87442,1.68946,0.00112,0.26667,0.00812,0.00453,1.78612,4.28223,1.56321,0.08182,0.00182,0.00182
22,97.7687,1.76502,3.63287,1.7357,0.00112,0.26667,0.00812,0.00453,1.78612,4.28223,1.56321,0.0809016,0.00190155,0.00190155
23,102.317,1.66818,3.60068,1.72057,0.00163,0.43333,0.01009,0.0056,1.76356,4.35474,1.56307,0.0799822,0.0019822,0.0019822
24,106.639,1.71048,3.40735,1.771,0.00163,0.43333,0.01009,0.0056,1.76356,4.35474,1.56307,0.079062,0.00206195,0.00206195
25,111.161,1.52785,3.65514,1.61048,0.00162,0.43333,0.0047,0.00258,1.79799,4.41571,1.60271,0.0781408,0.0021408,0.0021408
26,115.409,1.67787,3.62052,1.74106,0.00162,0.43333,0.0047,0.00258,1.79799,4.41571,1.60271,0.0772188,0.00221875,0.00221875
27,119.68,1.4615,3.52469,1.48974,0.00162,0.43333,0.00371,0.00211,1.76099,4.36386,1.59617,0.0762958,0.0022958,0.0022958
28,123.84,1.31829,3.37876,1.5596,0.00162,0.43333,0.00371,0.00211,1.76099,4.36386,1.59617,0.075372,0.00237195,0.00237195
29,128.033,1.34031,3.39084,1.52715,0.00163,0.43333,0.00463,0.00277,1.77514,4.42705,1.62776,0.0744472,0.0024472,0.0024472
30,132.302,1.30159,3.26493,1.31947,0.00163,0.43333,0.00463,0.00277,1.77514,4.42705,1.62776,0.0735216,0.00252155,0.00252155
31,136.851,1.26568,3.26678,1.56772,0.00162,0.43333,0.00479,0.00206,1.75334,4.44134,1.65312,0.072595,0.002595,0.002595
32,141.523,1.44049,3.23817,1.49648,0.00162,0.43333,0.00479,0.00206,1.75334,4.44134,1.65312,0.0716675,0.00266755,0.00266755
33,145.933,1.344,3.39925,1.53974,0.00162,0.43333,0.00368,0.00164,1.85393,4.40272,1.70084,0.0707392,0.0027392,0.0027392
34,150.685,1.30989,2.94042,1.44908,0.00162,0.43333,0.00368,0.00164,1.85393,4.40272,1.70084,0.0698099,0.00280995,0.00280995
35,154.905,1.45167,3.41403,1.76021,0.00288,0.63333,0.00468,0.00217,1.94645,4.30161,1.66352,0.0688798,0.0028798,0.0028798
36,159.651,1.43052,2.98188,1.49126,0.00288,0.63333,0.00468,0.00217,1.94645,4.30161,1.66352,0.0679488,0.00294875,0.00294875
37,164.249,1.31912,3.01482,1.2902,0.00237,0.46667,0.0057,0.00213,2.16953,4.36296,1.69362,0.0670168,0.0030168,0.0030168
38,168.752,1.46973,2.85106,1.40915,0.00237,0.46667,0.0057,0.00213,2.16953,4.36296,1.69362,0.066084,0.00308395,0.00308395
39,173.272,1.45385,3.14164,1.61643,0.00238,0.46667,0.00337,0.00173,2.00041,4.28356,1.62634,0.0651502,0.0031502,0.0031502
40,177.552,1.17694,3.00298,1.41145,0.00238,0.46667,0.00337,0.00173,2.00041,4.28356,1.62634,0.0642156,0.00321555,0.00321555
41,181.965,1.39854,2.83307,1.42225,0.00235,0.46667,0.0032,0.00124,2.03638,4.20164,1.52794,0.06328,0.00328,0.00328
42,186.636,1.18429,2.75762,1.38752,0.00235,0.46667,0.0032,0.00124,2.03638,4.20164,1.52794,0.0623435,0.00334355,0.00334355
43,190.801,1.21811,2.84976,1.41038,0.00237,0.46667,0.0035,0.00101,1.90798,4.2341,1.5349,0.0614062,0.0034062,0.0034062
