epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.7694,0.95164,0.88767,1.23349,0.84472,0.46667,0.47248,0.30554,1.95156,3.4073,1.7671,0.0982,0.0002,0.0002
2,22.4196,0.93468,1.02454,1.18914,0.53562,0.36667,0.41562,0.3069,1.92263,3.37887,1.75716,0.0954994,0.000499438,0.000499438
3,33.618,0.86592,0.9345,1.23157,0.5601,0.36667,0.41644,0.32189,1.88857,3.21829,1.74648,0.0927982,0.0007982,0.0007982
4,44.0416,1.01151,1.03633,1.18155,0.63008,0.36667,0.4172,0.30174,1.94391,3.21976,1.76076,0.0900963,0.00109629,0.00109629
5,55.2277,0.91359,0.97389,1.15478,0.66019,0.46667,0.4769,0.30072,2.0007,3.15843,1.79384,0.0873937,0.0013937,0.0013937
6,65.2819,0.96719,0.8138,1.12895,0.60913,0.46667,0.47704,0.33304,1.90931,3.16098,1.76358,0.0846904,0.00169044,0.00169044
7,75.5216,0.91755,0.89086,1.22914,0.71693,0.46667,0.47487,0.30278,1.92466,3.15372,1.75341,0.0819865,0.0019865,0.0019865
8,86.4506,0.86325,0.92746,1.18419,0.65148,0.46667,0.47471,0.30266,1.93867,3.06072,1.7384,0.0792819,0.00228189,0.00228189
9,96.9253,0.94752,0.90561,1.14979,0.84456,0.36667,0.41659,0.27241,1.93065,3.06771,1.71436,0.0765766,0.0025766,0.0025766
10,107.435,0.85139,0.753,1.08537,0.8967,0.36667,0.38492,0.26235,1.87527,3.19821,1.69065,0.0738706,0.00287064,0.00287064
11,119.368,0.9188,0.8741,1.14651,0.91768,0.36667,0.3787,0.25397,2.03199,3.50016,1.76174,0.071164,0.003164,0.003164
12,130.239,0.884,0.84166,1.15936,0.93544,0.36667,0.37892,0.26316,1.93236,3.27421,1.73786,0.0684567,0.00345669,0.00345669
