epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.81401,3.16021,4.60915,2.66414,0.00204,0.36667,0.00351,0.00101,2.56445,4.53351,1.9409,0,0,0
2,3.34448,2.61259,4.62929,2.21317,0.00134,0.26667,0.00296,0.00109,2.53987,4.50242,1.94017,1.66535e-05,1.66535e-05,1.66535e-05
3,4.90317,2.7056,4.37245,2.00832,0.00134,0.26667,0.00369,0.00143,2.49804,4.47577,1.92944,3.3274e-05,3.3274e-05,3.3274e-05
4,6.40878,2.28079,4.01999,1.75108,0.00134,0.26667,0.00435,0.0016,2.47866,4.4556,1.93378,4.98615e-05,4.98615e-05,4.98615e-05
5,7.89926,3.18911,4.40609,2.16315,0.00134,0.26667,0.00723,0.00229,2.4708,4.43311,1.93983,6.64159e-05,6.64159e-05,6.64159e-05
6,9.35641,2.83619,4.48363,1.8852,0.00072,0.1,0.00842,0.00314,2.32897,4.30555,1.88022,8.29374e-05,8.29374e-05,8.29374e-05
7,10.8958,2.05569,3.84787,1.91097,0.00134,0.26667,0.01155,0.00509,2.11015,4.38538,1.78645,9.94259e-05,9.94259e-05,9.94259e-05
8,12.4117,2.2518,4.96967,1.82296,0.00196,0.43333,0.02575,0.01103,2.01796,4.2565,1.72777,0.000115881,0.000115881,0.000115881
9,13.912,2.12299,4.08694,1.51799,0.00269,0.53333,0.02633,0.0116,1.99605,4.33093,1.76149,0.000132304,0.000132304,0.000132304
10,15.3981,1.67874,4.07949,1.63906,0.0033,0.7,0.02715,0.01209,1.95052,4.28814,1.67605,0.000148693,0.000148693,0.000148693
11,16.8524,1.42776,3.49237,1.40554,0.0033,0.7,0.01521,0.00754,1.89025,4.34509,1.64396,0.00016505,0.00016505,0.00016505
12,18.3185,1.78374,3.6211,1.49625,0.00402,0.8,0.01186,0.00593,1.82593,4.38197,1.60656,0.000181373,0.000181373,0.000181373
13,19.8342,1.84126,3.88139,1.31375,0.00401,0.8,0.00957,0.00464,1.89608,4.33569,1.59221,0.000197664,0.000197664,0.000197664
14,21.3217,1.55005,3.28313,1.33257,0.00401,0.8,0.01143,0.00462,1.75855,4.24961,1.60362,0.000213921,0.000213921,0.000213921
15,22.7801,1.71237,3.13378,1.56908,0.00402,0.8,0.03628,0.00598,1.86729,4.22928,1.6158,0.000230145,0.000230145,0.000230145
16,24.2384,1.51347,3.07147,1.26849,0.0033,0.7,0.03553,0.005,2.05129,4.30945,1.74575,0.000246337,0.000246337,0.000246337
17,25.7406,0.97926,2.5786,1.25026,0.00257,0.6,0.01871,0.0028,2.11074,4.37834,1.85785,0.000262495,0.000262495,0.000262495
18,27.1593,1.2345,2.64217,1.1653,0.00257,0.6,0.01871,0.0028,2.11074,4.37834,1.85785,0.000278621,0.000278621,0.000278621
19,28.6822,1.53697,2.70895,1.39447,0.0034,0.63333,0.00663,0.0024,2.07751,4.30424,1.79722,0.000294713,0.000294713,0.000294713
20,30.1279,1.40298,2.64373,1.1447,0.0034,0.63333,0.00663,0.0024,2.07751,4.30424,1.79722,0.000310772,0.000310772,0.000310772
21,31.6387,1.424,2.29675,1.21507,0.00339,0.63333,0.00607,0.00276,1.78621,4.28957,1.65757,0.000326799,0.000326799,0.000326799
22,33.0646,1.32584,2.36216,1.28041,0.00339,0.63333,0.00607,0.00276,1.78621,4.28957,1.65757,0.000342792,0.000342792,0.000342792
23,34.5025,1.15199,2.13902,1.10293,0.00339,0.63333,0.00586,0.00262,1.84273,4.28765,1.71806,0.000358752,0.000358752,0.000358752
24,35.9476,1.26265,1.8281,1.14276,0.00339,0.63333,0.00586,0.00262,1.84273,4.28765,1.71806,0.00037468,0.00037468,0.00037468
25,37.3949,1.26212,2.2547,1.11128,0.00338,0.63333,0.02224,0.00381,1.77693,4.19064,1.70801,0.000390574,0.000390574,0.000390574
26,38.8076,1.12841,2.05294,1.1693,0.00338,0.63333,0.02224,0.00381,1.77693,4.19064,1.70801,0.000406435,0.000406435,0.000406435
27,40.2875,1.51299,1.92149,1.16796,0.00337,0.63333,0.02219,0.00552,1.91037,4.26106,1.75569,0.000422264,0.000422264,0.000422264
28,41.7322,1.33659,2.11249,1.02188,0.00337,0.63333,0.02219,0.00552,1.91037,4.26106,1.75569,0.000438059,0.000438059,0.000438059
29,43.1953,1.38229,2.15325,1.24457,0.00334,0.63333,0.01661,0.00565,2.17836,4.16012,1.80831,0.000453821,0.000453821,0.000453821
30,44.638,1.36539,2.46154,1.22857,0.00334,0.63333,0.01661,0.00565,2.17836,4.16012,1.80831,0.000469551,0.000469551,0.000469551
31,46.0816,1.38144,1.91296,1.22773,0.00332,0.63333,0.01244,0.00501,2.24254,4.15552,1.77869,0.000485247,0.000485247,0.000485247
32,47.4942,1.04749,2.19036,1.13539,0.00332,0.63333,0.01244,0.00501,2.24254,4.15552,1.77869,0.00050091,0.00050091,0.00050091
33,48.9344,1.46272,1.90066,1.08776,0.00331,0.63333,0.00876,0.00332,2.20178,4.2822,1.82173,0.000516541,0.000516541,0.000516541
34,50.3939,1.22541,1.78851,1.03833,0.00331,0.63333,0.00876,0.00332,2.20178,4.2822,1.82173,0.000532138,0.000532138,0.000532138
35,51.8638,1.30936,1.86912,1.07899,0.0026,0.46667,0.00429,0.00159,2.24218,4.46184,1.91037,0.000547702,0.000547702,0.000547702
36,53.28,1.16911,1.53993,1.06181,0.0026,0.46667,0.00429,0.00159,2.24218,4.46184,1.91037,0.000563233,0.000563233,0.000563233
37,54.7591,1.48635,2.13405,1.25654,0.00193,0.3,0.00207,0.00091,2.17035,4.44439,1.8662,0.000578732,0.000578732,0.000578732
38,56.1928,1.3626,1.63511,1.17831,0.00193,0.3,0.00207,0.00091,2.17035,4.44439,1.8662,0.000594197,0.000594197,0.000594197
39,57.862,1.48344,1.85547,1.25535,0.00332,0.63333,0.00312,0.0014,2.13779,4.38602,1.93152,0.000609629,0.000609629,0.000609629
40,59.3448,1.18112,1.3904,1.09218,0.00332,0.63333,0.00312,0.0014,2.13779,4.38602,1.93152,0.000625028,0.000625028,0.000625028
41,60.8404,1.23393,2.05958,1.19376,0.00262,0.46667,0.02344,0.00978,2.19226,4.4407,1.81547,0.000640395,0.000640395,0.000640395
42,62.2575,1.28073,1.66347,1.20886,0.00262,0.46667,0.02344,0.00978,2.19226,4.4407,1.81547,0.000655728,0.000655728,0.000655728
43,63.7055,1.14226,1.7299,1.33782,0.00261,0.46667,0.1698,0.05157,2.44095,4.31496,1.87784,0.000671028,0.000671028,0.000671028
44,65.1444,1.19015,1.58121,1.08103,0.00261,0.46667,0.1698,0.05157,2.44095,4.31496,1.87784,0.000686295,0.000686295,0.000686295
45,66.5852,1.35611,1.91778,1.24522,0.00263,0.46667,0.16992,0.0849,2.46076,4.33859,1.8496,0.00070153,0.00070153,0.00070153
46,68.0399,1.31358,1.77876,1.08169,0.00263,0.46667,0.16992,0.0849,2.46076,4.33859,1.8496,0.000716731,0.000716731,0.000716731
47,69.4944,1.26626,1.65438,1.23921,0.00262,0.46667,0.00327,0.00142,2.48296,4.33232,1.86678,0.000731899,0.000731899,0.000731899
48,70.9297,1.12675,2.06302,1.18474,0.00262,0.46667,0.00327,0.00142,2.48296,4.33232,1.86678,0.000747034,0.000747034,0.000747034
49,72.362,1.27679,1.95368,1.17404,0.00267,0.46667,0.00923,0.00377,2.55119,4.09128,1.97395,0.000762136,0.000762136,0.000762136
50,73.8031,1.38666,1.88403,1.13936,0.00267,0.46667,0.00923,0.00377,2.55119,4.09128,1.97395,0.000777206,0.000777206,0.000777206
51,75.2836,1.03005,1.56444,1.07817,0.00335,0.63333,0.01563,0.00591,2.51525,4.05583,1.98302,0.000792242,0.000792242,0.000792242
52,76.6887,1.16364,1.80164,1.1085,0.00335,0.63333,0.01563,0.00591,2.51525,4.05583,1.98302,0.000807245,0.000807245,0.000807245
53,78.1196,0.96729,1.63517,1.09132,0.00335,0.63333,0.01563,0.00591,2.51525,4.05583,1.98302,0.000822215,0.000822215,0.000822215
54,79.5428,1.20595,1.93113,1.16037,0.0034,0.56667,0.01106,0.00446,2.28397,4.17967,1.91403,0.000837152,0.000837152,0.000837152
55,80.9845,1.06445,1.56145,0.9433,0.0034,0.56667,0.01106,0.00446,2.28397,4.17967,1.91403,0.000852056,0.000852056,0.000852056
56,82.44,1.36899,1.59082,1.04166,0.0034,0.56667,0.01106,0.00446,2.28397,4.17967,1.91403,0.000866928,0.000866928,0.000866928
57,83.8604,1.14608,1.78671,1.25242,0.00275,0.46667,0.00927,0.0044,2.31592,4.13473,1.92684,0.000881766,0.000881766,0.000881766
58,85.2519,1.2324,1.8613,1.15833,0.00275,0.46667,0.00927,0.0044,2.31592,4.13473,1.92684,0.000896571,0.000896571,0.000896571
59,86.6569,1.01879,1.7085,1.05971,0.00275,0.46667,0.00927,0.0044,2.31592,4.13473,1.92684,0.000911343,0.000911343,0.000911343
60,88.0738,1.27106,1.75562,1.16306,0.00335,0.63333,0.01501,0.0055,2.28743,4.07889,1.80667,0.000926082,0.000926082,0.000926082
61,89.5177,1.09741,1.67439,1.04892,0.00335,0.63333,0.01501,0.0055,2.28743,4.07889,1.80667,0.000940788,0.000940788,0.000940788
62,90.9334,1.06164,1.52838,1.07281,0.00335,0.63333,0.01501,0.0055,2.28743,4.07889,1.80667,0.000955461,0.000955461,0.000955461
63,92.4438,1.0955,1.59748,1.09253,0.00334,0.63333,0.07496,0.03651,2.2666,4.14701,1.77828,0.000970101,0.000970101,0.000970101
64,93.8665,1.33813,1.59493,1.23906,0.00334,0.63333,0.07496,0.03651,2.2666,4.14701,1.77828,0.000984708,0.000984708,0.000984708
