epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.43779,1.53274,2.68861,1.85817,0.81456,0.36667,0.4129,0.26087,1.92178,3.47813,2.03268,0.0802,0.0022,0.0022
2,12.7811,1.55358,3.25375,2.01536,0.81456,0.36667,0.4129,0.26087,1.92178,3.47813,2.03268,0.0594899,0.00448987,0.00448987
3,18.9497,1.10596,2.9474,1.37882,0.92248,0.36667,0.49421,0.33362,1.92542,3.33849,2.01801,0.0387694,0.0067694,0.0067694
4,25.2593,1.36519,3.18719,1.36814,0.92248,0.36667,0.49421,0.33362,1.92542,3.33849,2.01801,0.0180386,0.00903858,0.00903858
5,31.9542,1.39674,2.6145,1.53806,0.92248,0.36667,0.49421,0.33362,1.92542,3.33849,2.01801,0.00991,0.00991,0.00991
6,38.2779,1.10052,2.52639,1.30474,0.7011,0.36667,0.51246,0.29349,1.94773,3.17842,1.95422,0.0098875,0.0098875,0.0098875
7,44.5179,1.33512,2.99772,1.46386,0.7011,0.36667,0.51246,0.29349,1.94773,3.17842,1.95422,0.009865,0.009865,0.009865
8,50.7918,1.44231,2.41917,1.503,0.7011,0.36667,0.51246,0.29349,1.94773,3.17842,1.95422,0.0098425,0.0098425,0.0098425
9,57.0215,1.22768,2.81946,1.26122,0.8521,0.36667,0.44834,0.2895,2.18944,3.26822,2.08874,0.00982,0.00982,0.00982
10,63.3194,1.37315,2.72527,1.40438,0.8521,0.36667,0.44834,0.2895,2.18944,3.26822,2.08874,0.0097975,0.0097975,0.0097975
11,69.5448,1.43992,2.89741,1.32581,0.64398,0.34943,0.3776,0.2376,2.21799,3.83038,1.96741,0.009775,0.009775,0.009775
12,75.7775,1.47076,2.99604,1.58033,0.64398,0.34943,0.3776,0.2376,2.21799,3.83038,1.96741,0.0097525,0.0097525,0.0097525
13,81.9786,1.47558,2.9963,1.51353,0.64398,0.34943,0.3776,0.2376,2.21799,3.83038,1.96741,0.00973,0.00973,0.00973
14,88.2102,1.58104,2.79404,1.72843,0.73886,0.36667,0.34703,0.23176,1.97233,3.47237,2.04702,0.0097075,0.0097075,0.0097075
15,94.371,1.34902,2.77186,1.52389,0.73886,0.36667,0.34703,0.23176,1.97233,3.47237,2.04702,0.009685,0.009685,0.009685
16,100.541,1.31349,2.52689,1.56578,0.73886,0.36667,0.34703,0.23176,1.97233,3.47237,2.04702,0.0096625,0.0096625,0.0096625
17,106.693,1.42539,2.67129,1.64809,0.37757,0.36667,0.25992,0.14369,2.16179,3.7624,2.13848,0.00964,0.00964,0.00964
18,112.85,1.39426,2.84233,1.66607,0.37757,0.36667,0.25992,0.14369,2.16179,3.7624,2.13848,0.0096175,0.0096175,0.0096175
19,119.009,1.2758,2.62737,1.43839,0.37757,0.36667,0.25992,0.14369,2.16179,3.7624,2.13848,0.009595,0.009595,0.009595
20,125.179,1.28089,2.34624,1.4191,0.41316,0.36667,0.37226,0.15561,2.49096,4.0336,2.43812,0.0095725,0.0095725,0.0095725
21,131.325,1.35708,2.6527,1.39731,0.41316,0.36667,0.37226,0.15561,2.49096,4.0336,2.43812,0.00955,0.00955,0.00955
22,137.454,1.17763,2.53675,1.28438,0.41316,0.36667,0.37226,0.15561,2.49096,4.0336,2.43812,0.0095275,0.0095275,0.0095275
23,143.624,1.08573,2.51165,1.17094,0.60513,0.36667,0.41787,0.24687,2.42713,3.95933,2.17963,0.009505,0.009505,0.009505
24,149.955,1.41376,2.33972,1.56255,0.60513,0.36667,0.41787,0.24687,2.42713,3.95933,2.17963,0.0094825,0.0094825,0.0094825
25,156.084,0.94761,2.48392,1.07518,0.91179,0.36667,0.43338,0.23695,2.05131,3.30558,1.80475,0.00946,0.00946,0.00946
26,162.12,0.87358,2.7002,1.03976,0.91179,0.36667,0.43338,0.23695,2.05131,3.30558,1.80475,0.0094375,0.0094375,0.0094375
27,168.204,1.4235,2.12711,1.58047,0.91179,0.36667,0.43338,0.23695,2.05131,3.30558,1.80475,0.009415,0.009415,0.009415
28,174.3,1.14133,2.3933,1.22133,0.86457,0.36667,0.37102,0.212,2.53053,3.61062,2.15305,0.0093925,0.0093925,0.0093925
29,180.345,1.03359,2.26402,1.22776,0.86457,0.36667,0.37102,0.212,2.53053,3.61062,2.15305,0.00937,0.00937,0.00937
30,186.344,1.0133,2.40471,1.28027,0.86457,0.36667,0.37102,0.212,2.53053,3.61062,2.15305,0.0093475,0.0093475,0.0093475
31,192.723,0.89702,2.30162,1.19178,0.9184,0.36667,0.37711,0.22591,2.2319,3.59213,2.17084,0.009325,0.009325,0.009325
32,198.995,1.23243,1.92633,1.42604,0.9184,0.36667,0.37711,0.22591,2.2319,3.59213,2.17084,0.0093025,0.0093025,0.0093025
33,205.234,1.12851,1.74203,1.279,0.9184,0.36667,0.37711,0.22591,2.2319,3.59213,2.17084,0.00928,0.00928,0.00928
34,211.388,1.02215,2.27066,1.25663,0.73546,0.36667,0.3291,0.17494,2.22794,4.06076,2.14886,0.0092575,0.0092575,0.0092575
35,217.698,1.07252,2.18723,1.08705,0.73546,0.36667,0.3291,0.17494,2.22794,4.06076,2.14886,0.009235,0.009235,0.009235
36,224.066,0.87567,2.43886,1.04854,0.56886,0.36667,0.23772,0.15532,2.24342,6.89445,2.17922,0.0092125,0.0092125,0.0092125
37,230.399,1.10986,2.63325,1.20311,0.56886,0.36667,0.23772,0.15532,2.24342,6.89445,2.17922,0.00919,0.00919,0.00919
38,236.78,0.95723,2.29354,1.09898,0.56886,0.36667,0.23772,0.15532,2.24342,6.89445,2.17922,0.0091675,0.0091675,0.0091675
39,243.098,1.25502,2.30158,1.59187,0.5962,0.36667,0.3787,0.20164,2.2041,4.45575,2.06938,0.009145,0.009145,0.009145
40,249.262,1.10916,2.17217,1.44147,0.5962,0.36667,0.3787,0.20164,2.2041,4.45575,2.06938,0.0091225,0.0091225,0.0091225
41,255.51,1.32658,1.96994,1.42803,0.5962,0.36667,0.3787,0.20164,2.2041,4.45575,2.06938,0.0091,0.0091,0.0091
42,261.71,1.04074,2.20987,1.15531,0.5569,0.36667,0.34754,0.21678,2.10036,9.6854,1.97049,0.0090775,0.0090775,0.0090775
43,267.907,1.19947,2.03127,1.42576,0.5569,0.36667,0.34754,0.21678,2.10036,9.6854,1.97049,0.009055,0.009055,0.009055
44,274.301,1.05478,2.13643,1.18167,0.5569,0.36667,0.34754,0.21678,2.10036,9.6854,1.97049,0.0090325,0.0090325,0.0090325
45,280.55,0.79385,2.13235,1.05085,0.77654,0.36667,0.36773,0.24684,2.06278,4.70987,2.04007,0.00901,0.00901,0.00901
46,286.761,1.11636,2.01806,1.2385,0.77654,0.36667,0.36773,0.24684,2.06278,4.70987,2.04007,0.0089875,0.0089875,0.0089875
47,292.988,0.93249,2.05912,1.06293,0.77654,0.36667,0.36773,0.24684,2.06278,4.70987,2.04007,0.008965,0.008965,0.008965
48,302.017,0.79429,2.21953,0.9745,0.92472,0.36667,0.36754,0.12592,2.29185,4.27172,2.03969,0.0089425,0.0089425,0.0089425
49,310.672,1.10558,1.96786,1.31788,0.92472,0.36667,0.36754,0.12592,2.29185,4.27172,2.03969,0.00892,0.00892,0.00892
50,317.505,1.0513,2.22904,1.14389,0.55057,0.36667,0.2824,0.12833,2.53702,4.65169,2.29774,0.0088975,0.0088975,0.0088975
51,323.68,1.09615,1.73374,1.2015,0.55057,0.36667,0.2824,0.12833,2.53702,4.65169,2.29774,0.008875,0.008875,0.008875
52,330.004,1.02608,2.32941,1.11122,0.55057,0.36667,0.2824,0.12833,2.53702,4.65169,2.29774,0.0088525,0.0088525,0.0088525
53,336.234,1.15671,1.87404,1.19563,0.6018,0.35865,0.30331,0.17935,2.60873,3.83177,2.43623,0.00883,0.00883,0.00883
54,342.283,0.95261,1.98787,1.10934,0.6018,0.35865,0.30331,0.17935,2.60873,3.83177,2.43623,0.0088075,0.0088075,0.0088075
55,348.366,1.1147,2.10809,1.48928,0.6018,0.35865,0.30331,0.17935,2.60873,3.83177,2.43623,0.008785,0.008785,0.008785
56,354.496,1.14805,2.35924,1.37814,0.79294,0.36667,0.34144,0.1697,2.05137,3.68785,1.95061,0.0087625,0.0087625,0.0087625
57,360.502,0.92336,1.84363,1.1035,0.79294,0.36667,0.34144,0.1697,2.05137,3.68785,1.95061,0.00874,0.00874,0.00874
58,366.68,1.08119,1.86948,1.26721,0.79294,0.36667,0.34144,0.1697,2.05137,3.68785,1.95061,0.0087175,0.0087175,0.0087175
59,372.676,1.20347,2.10252,1.33442,0.81043,0.36667,0.38,0.20315,2.22106,3.63398,2.01232,0.008695,0.008695,0.008695
60,378.841,1.16472,1.95817,1.29729,0.81043,0.36667,0.38,0.20315,2.22106,3.63398,2.01232,0.0086725,0.0086725,0.0086725
61,384.883,1.18855,1.88509,1.25137,0.81043,0.36667,0.38,0.20315,2.22106,3.63398,2.01232,0.00865,0.00865,0.00865
62,391.189,0.84567,1.97918,0.98327,0.86315,0.36667,0.37701,0.2443,1.97757,3.89884,1.93115,0.0086275,0.0086275,0.0086275
63,397.306,0.87672,1.81774,1.09991,0.86315,0.36667,0.37701,0.2443,1.97757,3.89884,1.93115,0.008605,0.008605,0.008605
64,403.481,0.9367,2.01878,1.19496,0.819,0.36667,0.38118,0.2115,2.14531,3.70879,2.19189,0.0085825,0.0085825,0.0085825
65,409.563,0.83644,1.78978,1.01401,0.819,0.36667,0.38118,0.2115,2.14531,3.70879,2.19189,0.00856,0.00856,0.00856
66,415.518,1.23768,1.7632,1.31071,0.819,0.36667,0.38118,0.2115,2.14531,3.70879,2.19189,0.0085375,0.0085375,0.0085375
67,421.836,0.91591,1.73843,1.04103,0.69667,0.36667,0.37922,0.23365,2.20606,3.89087,2.21715,0.008515,0.008515,0.008515
68,427.921,0.86334,1.67343,1.17855,0.69667,0.36667,0.37922,0.23365,2.20606,3.89087,2.21715,0.0084925,0.0084925,0.0084925
69,434.142,0.87313,2.09083,1.10798,0.69667,0.36667,0.37922,0.23365,2.20606,3.89087,2.21715,0.00847,0.00847,0.00847
70,440.316,0.94246,1.84506,1.18541,0.71397,0.36667,0.37786,0.19555,2.27254,4.10727,2.24272,0.0084475,0.0084475,0.0084475
71,446.908,1.0646,2.13204,1.16557,0.71397,0.36667,0.37786,0.19555,2.27254,4.10727,2.24272,0.008425,0.008425,0.008425
72,454.074,1.10668,1.71767,1.35048,0.71397,0.36667,0.37786,0.19555,2.27254,4.10727,2.24272,0.0084025,0.0084025,0.0084025
73,461.022,1.14173,2.01509,1.07119,0.71578,0.36667,0.37201,0.2422,2.06535,3.71098,2.07238,0.00838,0.00838,0.00838
74,468.161,0.88682,1.79381,1.16681,0.71578,0.36667,0.37201,0.2422,2.06535,3.71098,2.07238,0.0083575,0.0083575,0.0083575
75,475.345,0.79944,1.87166,0.9617,0.85535,0.36667,0.37842,0.21357,2.51539,4.05836,2.34524,0.008335,0.008335,0.008335
76,482.584,1.08761,1.6001,1.26468,0.85535,0.36667,0.37842,0.21357,2.51539,4.05836,2.34524,0.0083125,0.0083125,0.0083125
